安徽电信-组播1,#genre#
CCTV-8电视剧,http://59.35.185.47:8188/udp/239.77.0.172:5146
CCTV-9纪录,http://59.35.185.47:8188/udp/239.77.0.135:5146
CCTV-10科教,http://59.35.185.47:8188/udp/239.77.0.134:5146
CCTV-11戏曲,http://59.35.185.47:8188/udp/239.77.1.238:5146
CCTV-12社会与法,http://59.35.185.47:8188/udp/239.77.0.136:5146
CCTV-13新闻,http://59.35.185.47:8188/udp/239.253.43.196:5146
CCTV-14少儿,http://59.35.185.47:8188/udp/239.77.1.161:5146
CCTV-15音乐,http://59.35.185.47:8188/udp/239.77.1.239:5146
CCTV-16奥林匹克,http://59.35.185.47:8188/udp/239.77.0.165:5146
CCTV-17农业农村,http://59.35.185.47:8188/udp/239.77.1.121:5146
CCTV-4K超高清,http://59.35.185.47:8188/udp/239.77.0.194:5146
CCTV-4K超高清,http://59.35.185.47:8188/udp/239.77.0.174:5146
CCTV-兵器科技,http://59.35.185.47:8188/udp/239.253.43.9:5146
CCTV-第一剧场,http://59.35.185.47:8188/udp/239.253.43.15:5146
CCTV-电视指南,http://59.35.185.47:8188/udp/239.253.43.10:5146
CCTV-风云剧场,http://59.35.185.47:8188/udp/239.253.43.16:5146
CCTV-风云音乐,http://59.35.185.47:8188/udp/239.253.43.6:5146
CCTV-风云足球,http://59.35.185.47:8188/udp/239.253.43.14:5146
CCTV-高尔夫·网球,http://59.35.185.47:8188/udp/239.253.43.12:5146
CCTV-怀旧剧场,http://59.35.185.47:8188/udp/239.253.43.5:5146
CCTV-女性时尚,http://59.35.185.47:8188/udp/239.253.43.8:5146
CCTV-世界地理,http://59.35.185.47:8188/udp/239.253.43.7:5146
CCTV-央视台球,http://59.35.185.47:8188/udp/239.253.43.11:5146
CCTV-文化精品,http://59.35.185.47:8188/udp/239.253.43.13:5146
湖南卫视,http://59.35.185.47:8188/udp/239.77.1.5:5146
浙江卫视,http://59.35.185.47:8188/udp/239.77.1.33:5146
江苏卫视,http://59.35.185.47:8188/udp/239.77.1.18:5146
东方卫视,http://59.35.185.47:8188/udp/239.77.1.218:5146
安徽卫视,http://59.35.185.47:8188/udp/239.77.1.92:5146
北京卫视,http://59.35.185.47:8188/udp/239.77.1.4:5146
北京卫视,http://59.35.185.47:8188/udp/239.77.1.151:5146
天津卫视,http://59.35.185.47:8188/udp/239.77.1.141:5146
天津卫视,http://59.35.185.47:8188/udp/239.77.1.182:5146
天津卫视,http://59.35.185.47:8188/udp/239.77.0.131:5146
山东卫视,http://59.35.185.47:8188/udp/239.77.1.142:5146
江西卫视,http://59.35.185.47:8188/udp/239.77.1.219:5146
湖北卫视,http://59.35.185.47:8188/udp/239.77.0.128:5146
辽宁卫视,http://59.35.185.47:8188/udp/239.77.1.103:5146
黑龙江卫视,http://59.35.185.47:8188/udp/239.77.0.124:5146
贵州卫视,http://59.35.185.47:8188/udp/239.77.1.221:5146
四川卫视,http://59.35.185.47:8188/udp/239.77.1.215:5146
河南卫视,http://59.35.185.47:8188/udp/239.77.1.229:5146
云南卫视,http://59.35.185.47:8188/udp/239.253.43.37:5146
重庆卫视,http://59.35.185.47:8188/udp/239.77.1.162:5146
河北卫视,http://59.35.185.47:8188/udp/239.77.1.214:5146
东南卫视,http://59.35.185.47:8188/udp/239.77.1.104:5146
甘肃卫视,http://59.35.185.47:8188/udp/239.77.0.189:5146
广西卫视,http://59.35.185.47:8188/udp/239.253.43.36:5146
吉林卫视,http://59.35.185.47:8188/udp/239.77.1.111:5146
青海卫视,http://59.35.185.47:8188/udp/239.253.43.125:5146
三沙卫视,http://59.35.185.47:8188/udp/239.253.43.113:5146
CETV1,http://59.35.185.47:8188/udp/239.77.1.222:5146
CETV4,http://59.35.185.47:8188/udp/239.253.43.40:5146
CETV早期教育,http://59.35.185.47:8188/udp/239.77.0.180:5146
CGTN纪录,http://59.35.185.47:8188/udp/239.253.43.122:5146
CGTN英语,http://59.35.185.47:8188/udp/239.77.0.199:5146
CGTN西班牙语,http://59.35.185.47:8188/udp/239.77.0.221:5146
CGTN法语,http://59.35.185.47:8188/udp/239.77.0.228:5146
CGTN阿拉伯语,http://59.35.185.47:8188/udp/239.253.43.200:5146
CGTN俄语,http://59.35.185.47:8188/udp/239.253.43.201:5146
睛彩篮球,http://59.35.185.47:8188/udp/239.77.1.21:5146
睛彩青少,http://59.35.185.47:8188/udp/239.77.1.22:5146
北京联通-组播1,#genre#
北京卫视,http://114.254.36.234:8888/rtp/239.3.1.241:8000
北京新闻频道,http://114.254.36.234:8888/rtp/239.3.1.159:8000
北京影视频道,http://114.254.36.234:8888/rtp/239.3.1.158:8000
北京文艺频道,http://114.254.36.234:8888/rtp/239.3.1.242:8000
北京财经频道,http://114.254.36.234:8888/rtp/239.3.1.116:8000
北京生活频道,http://114.254.36.234:8888/rtp/239.3.1.117:8000
北京纪实科教,http://114.254.36.234:8888/rtp/239.3.1.115:8000
北京卡酷少儿,http://114.254.36.234:8888/rtp/239.3.1.189:8000
北京体育休闲,http://114.254.36.234:8888/rtp/239.3.1.243:8000
北京国际频道,http://114.254.36.234:8888/rtp/239.3.1.235:8000
CCTV-1综合,http://114.254.36.234:8888/rtp/239.3.1.129:8008
CCTV-2财经,http://114.254.36.234:8888/rtp/239.3.1.60:8084
CCTV-3综艺,http://114.254.36.234:8888/rtp/239.3.1.172:8001
CCTV-4中文国际,http://114.254.36.234:8888/rtp/239.3.1.105:8092
CCTV-5体育,http://114.254.36.234:8888/rtp/239.3.1.173:8001
CCTV-5+体育赛事,http://114.254.36.234:8888/rtp/239.3.1.130:8004
CCTV-6电影,http://114.254.36.234:8888/rtp/239.3.1.174:8001
CCTV-7国防军事,http://114.254.36.234:8888/rtp/239.3.1.61:8104
CCTV-8电视剧,http://114.254.36.234:8888/rtp/239.3.1.175:8001
CCTV-9纪录,http://114.254.36.234:8888/rtp/239.3.1.62:8112
CCTV-10科教,http://114.254.36.234:8888/rtp/239.3.1.63:8116
CCTV-11戏曲,http://114.254.36.234:8888/rtp/239.3.1.152:8120
CCTV-12社会与法,http://114.254.36.234:8888/rtp/239.3.1.64:8124
CCTV-13新闻,http://114.254.36.234:8888/rtp/239.3.1.124:8128
CCTV-14少儿,http://114.254.36.234:8888/rtp/239.3.1.65:8132
CCTV-15音乐,http://114.254.36.234:8888/rtp/239.3.1.153:8136
CCTV-16奥林匹克,http://114.254.36.234:8888/rtp/239.3.1.184:8001
CCTV-16奥林匹克4K,http://114.254.36.234:8888/udp/239.3.1.183:8001
CCTV-17农业农村,http://114.254.36.234:8888/rtp/239.3.1.151:8144
CCTV4K超高清,http://114.254.36.234:8888/udp/239.3.1.245:2000
北京卫视4K,http://114.254.36.234:8888/udp/239.3.1.22:8001
湖南卫视,http://114.254.36.234:8888/rtp/239.3.1.132:8012
东方卫视,http://114.254.36.234:8888/rtp/239.3.1.136:8032
浙江卫视,http://114.254.36.234:8888/rtp/239.3.1.137:8036
江苏卫视,http://114.254.36.234:8888/rtp/239.3.1.135:8028
深圳卫视,http://114.254.36.234:8888/rtp/239.3.1.134:8020
广东卫视,http://114.254.36.234:8888/rtp/239.3.1.142:8048
安徽卫视,http://114.254.36.234:8888/rtp/239.3.1.211:8064
天津卫视,http://114.254.36.234:8888/rtp/239.3.1.141:1234
重庆卫视,http://114.254.36.234:8888/rtp/239.3.1.122:8160
山东卫视,http://114.254.36.234:8888/rtp/239.3.1.209:8052
黑龙江卫视,http://114.254.36.234:8888/rtp/239.3.1.133:8016
河北卫视,http://114.254.36.234:8888/rtp/239.3.1.148:8072
辽宁卫视,http://114.254.36.234:8888/rtp/239.3.1.210:8056
湖北卫视,http://114.254.36.234:8888/rtp/239.3.1.138:8044
吉林卫视,http://114.254.36.234:8888/rtp/239.3.1.240:8172
贵州卫视,http://114.254.36.234:8888/rtp/239.3.1.149:8076
东南卫视,http://114.254.36.234:8888/rtp/239.3.1.156:8148
江西卫视,http://114.254.36.234:8888/rtp/239.3.1.123:8164
华数爱上4K,http://114.254.36.234:8888/rtp/239.3.1.236:2000
北京IPTV4K超清,http://114.254.36.234:8888/rtp/239.3.1.249:8001
北京IPTV淘电影,http://114.254.36.234:8888/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://114.254.36.234:8888/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://114.254.36.234:8888/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://114.254.36.234:8888/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://114.254.36.234:8888/rtp/239.3.1.102:8001
CCTV-4中文国际 欧洲,http://114.254.36.234:8888/rtp/239.3.1.213:4220
CCTV-4中文国际 美洲,http://114.254.36.234:8888/rtp/239.3.1.214:4220
CGTN 新闻,http://114.254.36.234:8888/rtp/239.3.1.215:4220
CGTN 纪录,http://114.254.36.234:8888/rtp/239.3.1.216:4220
CGTN 西班牙语,http://114.254.36.234:8888/rtp/239.3.1.217:4220
CGTN 法语,http://114.254.36.234:8888/rtp/239.3.1.218:4220
CGTN 阿拉伯语,http://114.254.36.234:8888/rtp/239.3.1.219:4220
CGTN 俄语,http://114.254.36.234:8888/rtp/239.3.1.220:4220
CETV1,http://114.254.36.234:8888/rtp/239.3.1.57:8152
中国交通,http://114.254.36.234:8888/rtp/239.3.1.188:8001
朝阳融媒,http://114.254.36.234:8888/rtp/239.3.1.163:8001
通州融媒,http://114.254.36.234:8888/rtp/239.3.1.221:8001
房山电视台,http://114.254.36.234:8888/rtp/239.3.1.96:8001
密云电视台,http://114.254.36.234:8888/rtp/239.3.1.154:8001
延庆电视台,http://114.254.36.234:8888/rtp/239.3.1.187:8001
睛彩竞技,http://114.254.36.234:8888/rtp/239.3.1.125:8001
睛彩篮球,http://114.254.36.234:8888/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.254.36.234:8888/rtp/239.3.1.127:8001
睛彩广场舞,http://114.254.36.234:8888/rtp/239.3.1.128:8001
上海纪实人文,http://114.254.36.234:8888/rtp/239.3.1.212:8060
湖南金鹰纪实,http://114.254.36.234:8888/rtp/239.3.1.58:8156
湖南茶频道,http://114.254.36.234:8888/rtp/239.3.1.165:8001
湖南快乐垂钓,http://114.254.36.234:8888/rtp/239.3.1.164:8001
北京联通-组播2,#genre#
北京卫视,http://114.241.254.251:4022/rtp/239.3.1.241:8000
北京新闻频道,http://114.241.254.251:4022/rtp/239.3.1.159:8000
北京影视频道,http://114.241.254.251:4022/rtp/239.3.1.158:8000
北京文艺频道,http://114.241.254.251:4022/rtp/239.3.1.242:8000
北京财经频道,http://114.241.254.251:4022/rtp/239.3.1.116:8000
北京生活频道,http://114.241.254.251:4022/rtp/239.3.1.117:8000
北京纪实科教,http://114.241.254.251:4022/rtp/239.3.1.115:8000
北京卡酷少儿,http://114.241.254.251:4022/rtp/239.3.1.189:8000
北京体育休闲,http://114.241.254.251:4022/rtp/239.3.1.243:8000
北京国际频道,http://114.241.254.251:4022/rtp/239.3.1.235:8000
CCTV-1综合,http://114.241.254.251:4022/rtp/239.3.1.129:8008
CCTV-2财经,http://114.241.254.251:4022/rtp/239.3.1.60:8084
CCTV-3综艺,http://114.241.254.251:4022/rtp/239.3.1.172:8001
CCTV-4中文国际,http://114.241.254.251:4022/rtp/239.3.1.105:8092
CCTV-5体育,http://114.241.254.251:4022/rtp/239.3.1.173:8001
CCTV-5+体育赛事,http://114.241.254.251:4022/rtp/239.3.1.130:8004
CCTV-6电影,http://114.241.254.251:4022/rtp/239.3.1.174:8001
CCTV-7国防军事,http://114.241.254.251:4022/rtp/239.3.1.61:8104
CCTV-8电视剧,http://114.241.254.251:4022/rtp/239.3.1.175:8001
CCTV-9纪录,http://114.241.254.251:4022/rtp/239.3.1.62:8112
CCTV-10科教,http://114.241.254.251:4022/rtp/239.3.1.63:8116
CCTV-11戏曲,http://114.241.254.251:4022/rtp/239.3.1.152:8120
CCTV-12社会与法,http://114.241.254.251:4022/rtp/239.3.1.64:8124
CCTV-13新闻,http://114.241.254.251:4022/rtp/239.3.1.124:8128
CCTV-14少儿,http://114.241.254.251:4022/rtp/239.3.1.65:8132
CCTV-15音乐,http://114.241.254.251:4022/rtp/239.3.1.153:8136
CCTV-16奥林匹克,http://114.241.254.251:4022/rtp/239.3.1.184:8001
CCTV-16奥林匹克4K,http://114.241.254.251:4022/udp/239.3.1.183:8001
CCTV-17农业农村,http://114.241.254.251:4022/rtp/239.3.1.151:8144
CCTV4K超高清,http://114.241.254.251:4022/udp/239.3.1.245:2000
北京卫视4K,http://114.241.254.251:4022/udp/239.3.1.22:8001
湖南卫视,http://114.241.254.251:4022/rtp/239.3.1.132:8012
东方卫视,http://114.241.254.251:4022/rtp/239.3.1.136:8032
浙江卫视,http://114.241.254.251:4022/rtp/239.3.1.137:8036
江苏卫视,http://114.241.254.251:4022/rtp/239.3.1.135:8028
深圳卫视,http://114.241.254.251:4022/rtp/239.3.1.134:8020
广东卫视,http://114.241.254.251:4022/rtp/239.3.1.142:8048
安徽卫视,http://114.241.254.251:4022/rtp/239.3.1.211:8064
天津卫视,http://114.241.254.251:4022/rtp/239.3.1.141:1234
重庆卫视,http://114.241.254.251:4022/rtp/239.3.1.122:8160
山东卫视,http://114.241.254.251:4022/rtp/239.3.1.209:8052
黑龙江卫视,http://114.241.254.251:4022/rtp/239.3.1.133:8016
河北卫视,http://114.241.254.251:4022/rtp/239.3.1.148:8072
辽宁卫视,http://114.241.254.251:4022/rtp/239.3.1.210:8056
湖北卫视,http://114.241.254.251:4022/rtp/239.3.1.138:8044
吉林卫视,http://114.241.254.251:4022/rtp/239.3.1.240:8172
贵州卫视,http://114.241.254.251:4022/rtp/239.3.1.149:8076
东南卫视,http://114.241.254.251:4022/rtp/239.3.1.156:8148
江西卫视,http://114.241.254.251:4022/rtp/239.3.1.123:8164
华数爱上4K,http://114.241.254.251:4022/rtp/239.3.1.236:2000
北京IPTV4K超清,http://114.241.254.251:4022/rtp/239.3.1.249:8001
北京IPTV淘电影,http://114.241.254.251:4022/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://114.241.254.251:4022/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://114.241.254.251:4022/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://114.241.254.251:4022/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://114.241.254.251:4022/rtp/239.3.1.102:8001
CCTV-4中文国际 欧洲,http://114.241.254.251:4022/rtp/239.3.1.213:4220
CCTV-4中文国际 美洲,http://114.241.254.251:4022/rtp/239.3.1.214:4220
CGTN 新闻,http://114.241.254.251:4022/rtp/239.3.1.215:4220
CGTN 纪录,http://114.241.254.251:4022/rtp/239.3.1.216:4220
CGTN 西班牙语,http://114.241.254.251:4022/rtp/239.3.1.217:4220
CGTN 法语,http://114.241.254.251:4022/rtp/239.3.1.218:4220
CGTN 阿拉伯语,http://114.241.254.251:4022/rtp/239.3.1.219:4220
CGTN 俄语,http://114.241.254.251:4022/rtp/239.3.1.220:4220
CETV1,http://114.241.254.251:4022/rtp/239.3.1.57:8152
中国交通,http://114.241.254.251:4022/rtp/239.3.1.188:8001
朝阳融媒,http://114.241.254.251:4022/rtp/239.3.1.163:8001
通州融媒,http://114.241.254.251:4022/rtp/239.3.1.221:8001
房山电视台,http://114.241.254.251:4022/rtp/239.3.1.96:8001
密云电视台,http://114.241.254.251:4022/rtp/239.3.1.154:8001
延庆电视台,http://114.241.254.251:4022/rtp/239.3.1.187:8001
睛彩竞技,http://114.241.254.251:4022/rtp/239.3.1.125:8001
睛彩篮球,http://114.241.254.251:4022/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.241.254.251:4022/rtp/239.3.1.127:8001
睛彩广场舞,http://114.241.254.251:4022/rtp/239.3.1.128:8001
上海纪实人文,http://114.241.254.251:4022/rtp/239.3.1.212:8060
湖南金鹰纪实,http://114.241.254.251:4022/rtp/239.3.1.58:8156
湖南茶频道,http://114.241.254.251:4022/rtp/239.3.1.165:8001
湖南快乐垂钓,http://114.241.254.251:4022/rtp/239.3.1.164:8001
北京联通-组播3,#genre#
北京卫视,http://114.241.218.123:4022/rtp/239.3.1.241:8000
北京新闻频道,http://114.241.218.123:4022/rtp/239.3.1.159:8000
北京影视频道,http://114.241.218.123:4022/rtp/239.3.1.158:8000
北京文艺频道,http://114.241.218.123:4022/rtp/239.3.1.242:8000
北京财经频道,http://114.241.218.123:4022/rtp/239.3.1.116:8000
北京生活频道,http://114.241.218.123:4022/rtp/239.3.1.117:8000
北京纪实科教,http://114.241.218.123:4022/rtp/239.3.1.115:8000
北京卡酷少儿,http://114.241.218.123:4022/rtp/239.3.1.189:8000
北京体育休闲,http://114.241.218.123:4022/rtp/239.3.1.243:8000
北京国际频道,http://114.241.218.123:4022/rtp/239.3.1.235:8000
CCTV-1综合,http://114.241.218.123:4022/rtp/239.3.1.129:8008
CCTV-2财经,http://114.241.218.123:4022/rtp/239.3.1.60:8084
CCTV-3综艺,http://114.241.218.123:4022/rtp/239.3.1.172:8001
CCTV-4中文国际,http://114.241.218.123:4022/rtp/239.3.1.105:8092
CCTV-5体育,http://114.241.218.123:4022/rtp/239.3.1.173:8001
CCTV-5+体育赛事,http://114.241.218.123:4022/rtp/239.3.1.130:8004
CCTV-6电影,http://114.241.218.123:4022/rtp/239.3.1.174:8001
CCTV-7国防军事,http://114.241.218.123:4022/rtp/239.3.1.61:8104
CCTV-8电视剧,http://114.241.218.123:4022/rtp/239.3.1.175:8001
CCTV-9纪录,http://114.241.218.123:4022/rtp/239.3.1.62:8112
CCTV-10科教,http://114.241.218.123:4022/rtp/239.3.1.63:8116
CCTV-11戏曲,http://114.241.218.123:4022/rtp/239.3.1.152:8120
CCTV-12社会与法,http://114.241.218.123:4022/rtp/239.3.1.64:8124
CCTV-13新闻,http://114.241.218.123:4022/rtp/239.3.1.124:8128
CCTV-14少儿,http://114.241.218.123:4022/rtp/239.3.1.65:8132
CCTV-15音乐,http://114.241.218.123:4022/rtp/239.3.1.153:8136
CCTV-16奥林匹克,http://114.241.218.123:4022/rtp/239.3.1.184:8001
CCTV-16奥林匹克4K,http://114.241.218.123:4022/udp/239.3.1.183:8001
CCTV-17农业农村,http://114.241.218.123:4022/rtp/239.3.1.151:8144
CCTV4K超高清,http://114.241.218.123:4022/udp/239.3.1.245:2000
北京卫视4K,http://114.241.218.123:4022/udp/239.3.1.22:8001
湖南卫视,http://114.241.218.123:4022/rtp/239.3.1.132:8012
东方卫视,http://114.241.218.123:4022/rtp/239.3.1.136:8032
浙江卫视,http://114.241.218.123:4022/rtp/239.3.1.137:8036
江苏卫视,http://114.241.218.123:4022/rtp/239.3.1.135:8028
深圳卫视,http://114.241.218.123:4022/rtp/239.3.1.134:8020
广东卫视,http://114.241.218.123:4022/rtp/239.3.1.142:8048
安徽卫视,http://114.241.218.123:4022/rtp/239.3.1.211:8064
天津卫视,http://114.241.218.123:4022/rtp/239.3.1.141:1234
重庆卫视,http://114.241.218.123:4022/rtp/239.3.1.122:8160
山东卫视,http://114.241.218.123:4022/rtp/239.3.1.209:8052
黑龙江卫视,http://114.241.218.123:4022/rtp/239.3.1.133:8016
河北卫视,http://114.241.218.123:4022/rtp/239.3.1.148:8072
辽宁卫视,http://114.241.218.123:4022/rtp/239.3.1.210:8056
湖北卫视,http://114.241.218.123:4022/rtp/239.3.1.138:8044
吉林卫视,http://114.241.218.123:4022/rtp/239.3.1.240:8172
贵州卫视,http://114.241.218.123:4022/rtp/239.3.1.149:8076
东南卫视,http://114.241.218.123:4022/rtp/239.3.1.156:8148
江西卫视,http://114.241.218.123:4022/rtp/239.3.1.123:8164
华数爱上4K,http://114.241.218.123:4022/rtp/239.3.1.236:2000
北京IPTV4K超清,http://114.241.218.123:4022/rtp/239.3.1.249:8001
北京IPTV淘电影,http://114.241.218.123:4022/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://114.241.218.123:4022/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://114.241.218.123:4022/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://114.241.218.123:4022/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://114.241.218.123:4022/rtp/239.3.1.102:8001
CCTV-4中文国际 欧洲,http://114.241.218.123:4022/rtp/239.3.1.213:4220
CCTV-4中文国际 美洲,http://114.241.218.123:4022/rtp/239.3.1.214:4220
CGTN 新闻,http://114.241.218.123:4022/rtp/239.3.1.215:4220
CGTN 纪录,http://114.241.218.123:4022/rtp/239.3.1.216:4220
CGTN 西班牙语,http://114.241.218.123:4022/rtp/239.3.1.217:4220
CGTN 法语,http://114.241.218.123:4022/rtp/239.3.1.218:4220
CGTN 阿拉伯语,http://114.241.218.123:4022/rtp/239.3.1.219:4220
CGTN 俄语,http://114.241.218.123:4022/rtp/239.3.1.220:4220
CETV1,http://114.241.218.123:4022/rtp/239.3.1.57:8152
中国交通,http://114.241.218.123:4022/rtp/239.3.1.188:8001
朝阳融媒,http://114.241.218.123:4022/rtp/239.3.1.163:8001
通州融媒,http://114.241.218.123:4022/rtp/239.3.1.221:8001
房山电视台,http://114.241.218.123:4022/rtp/239.3.1.96:8001
密云电视台,http://114.241.218.123:4022/rtp/239.3.1.154:8001
延庆电视台,http://114.241.218.123:4022/rtp/239.3.1.187:8001
睛彩竞技,http://114.241.218.123:4022/rtp/239.3.1.125:8001
睛彩篮球,http://114.241.218.123:4022/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.241.218.123:4022/rtp/239.3.1.127:8001
睛彩广场舞,http://114.241.218.123:4022/rtp/239.3.1.128:8001
上海纪实人文,http://114.241.218.123:4022/rtp/239.3.1.212:8060
湖南金鹰纪实,http://114.241.218.123:4022/rtp/239.3.1.58:8156
湖南茶频道,http://114.241.218.123:4022/rtp/239.3.1.165:8001
湖南快乐垂钓,http://114.241.218.123:4022/rtp/239.3.1.164:8001
湖南电信-组播1,#genre#
湖南电信-组播2,#genre#
湖南电信-组播3,#genre#
广东联通-组播1,#genre#
广东联通-组播2,#genre#
广东联通-组播3,#genre#
湖北电信-组播1,#genre#
湖北电信-组播2,#genre#
湖北电信-组播3,#genre#
浙江电信-组播1,#genre#
浙江卫视,http://183.156.100.204:4022/udp/233.50.201.100:5140
浙江钱江频道,http://183.156.100.204:4022/udp/233.50.201.132:5140
浙江经济生活,http://183.156.100.204:4022/udp/233.50.201.133:5140
浙江教育频道,http://183.156.100.204:4022/udp/233.50.201.134:5140
浙江民生休闲,http://183.156.100.204:4022/udp/233.50.201.136:5140
浙江新闻频道,http://183.156.100.204:4022/udp/233.50.201.137:5140
浙江少儿频道,http://183.156.100.204:4022/udp/233.50.201.138:5140
浙江之江纪录,http://183.156.100.204:4022/udp/233.50.202.25:5140
凤凰中文,http://183.156.100.204:4022/udp/233.50.200.191:5140
凤凰资讯,http://183.156.100.204:4022/udp/233.50.200.192:5140
CCTV-1综合,http://183.156.100.204:4022/udp/233.50.200.130:5140
CCTV-2财经,http://183.156.100.204:4022/udp/233.50.200.25:5140
CCTV-3综艺,http://183.156.100.204:4022/udp/233.50.201.196:5140
CCTV-4中文国际,http://183.156.100.204:4022/udp/233.50.200.101:5140
CCTV-5体育,http://183.156.100.204:4022/udp/233.50.201.197:5140
CCTV-6电影,http://183.156.100.204:4022/udp/233.50.201.198:5140
CCTV-7国防军事,http://183.156.100.204:4022/udp/233.50.200.24:5140
CCTV-8电视剧,http://183.156.100.204:4022/udp/233.50.201.199:5140
CCTV-9纪录,http://183.156.100.204:4022/udp/233.50.201.121:5140
CCTV-10科教,http://183.156.100.204:4022/udp/233.50.201.122:5140
CCTV-12社会与法,http://183.156.100.204:4022/udp/233.50.201.123:5140
CCTV-13新闻,http://183.156.100.204:4022/udp/233.50.201.246:5140
CCTV-14少儿,http://183.156.100.204:4022/udp/233.50.201.124:5140
CCTV-16奥林匹克,http://183.156.100.204:4022/udp/233.50.201.192:5140
CCTV-16奥林匹克4K,http://183.156.100.204:4022/udp/233.50.201.63:5140
CCTV-17农业农村,http://183.156.100.204:4022/udp/233.50.200.113:5140
CCTV-5+体育赛事,http://183.156.100.204:4022/udp/233.50.201.220:5140
湖南卫视,http://183.156.100.204:4022/udp/233.50.201.103:5140
江苏卫视,http://183.156.100.204:4022/udp/233.50.201.106:5140
东方卫视,http://183.156.100.204:4022/udp/233.50.201.125:5140
湖北卫视,http://183.156.100.204:4022/udp/233.50.201.114:5140
广东卫视,http://183.156.100.204:4022/udp/233.50.201.102:5140
北京卫视,http://183.156.100.204:4022/udp/233.50.201.107:5140
深圳卫视,http://183.156.100.204:4022/udp/233.50.201.101:5140
天津卫视,http://183.156.100.204:4022/udp/233.50.201.104:5140
河北卫视,http://183.156.100.204:4022/udp/233.50.201.140:5140
安徽卫视,http://183.156.100.204:4022/udp/233.50.201.113:5140
重庆卫视,http://183.156.100.204:4022/udp/233.50.200.114:5140
云南卫视,http://183.156.100.204:4022/udp/233.50.200.115:5140
四川卫视,http://183.156.100.204:4022/udp/233.50.201.139:5140
江西卫视,http://183.156.100.204:4022/udp/233.50.201.145:5140
黑龙江卫视,http://183.156.100.204:4022/udp/233.50.201.115:5140
山东卫视,http://183.156.100.204:4022/udp/233.50.201.105:5140
辽宁卫视,http://183.156.100.204:4022/udp/233.50.201.141:5140
贵州卫视,http://183.156.100.204:4022/udp/233.50.201.142:5140
河南卫视,http://183.156.100.204:4022/udp/233.50.201.144:5140
东南卫视,http://183.156.100.204:4022/udp/233.50.201.146:5140
CETV-4,http://183.156.100.204:4022/udp/233.50.200.162:5140
杭州综合,http://183.156.100.204:4022/udp/233.50.201.173:5140
杭州明珠,http://183.156.100.204:4022/udp/233.50.201.174:5140
杭州生活,http://183.156.100.204:4022/udp/233.50.201.175:5140
杭州影视,http://183.156.100.204:4022/udp/233.50.201.176:5140
杭州青少,http://183.156.100.204:4022/udp/233.50.201.177:5140
杭州导视,http://183.156.100.204:4022/udp/233.50.201.182:5140
宁波新闻综合,http://183.156.100.204:4022/udp/233.50.201.168:5140
宁波生活频道,http://183.156.100.204:4022/udp/233.50.201.178:5140
宁波文体频道,http://183.156.100.204:4022/udp/233.50.201.179:5140
宁波影视频道,http://183.156.100.204:4022/udp/233.50.201.180:5140
温州新闻综合,http://183.156.100.204:4022/udp/233.50.201.87:5140
绍兴新闻综合,http://183.156.100.204:4022/udp/233.50.201.156:5140
衢州新闻综合,http://183.156.100.204:4022/udp/233.50.202.11:5140
衢州公共频道,http://183.156.100.204:4022/udp/233.50.202.12:5140
温州新闻综合,http://183.156.100.204:4022/udp/233.50.201.87:5140
绍兴新闻综合,http://183.156.100.204:4022/udp/233.50.201.156:5140
上海都市剧场,http://183.156.100.204:4022/udp/233.50.201.190:5140
上海欢笑剧场,http://183.156.100.204:4022/udp/233.50.201.189:5140
上海动漫秀场,http://183.156.100.204:4022/udp/233.50.201.184:5140
上海游戏风云,http://183.156.100.204:4022/udp/233.50.201.183:5140
上海生活时尚,http://183.156.100.204:4022/udp/233.50.201.187:5140
上海法治天地,http://183.156.100.204:4022/udp/233.50.201.191:5140
上海第一财经,http://183.156.100.204:4022/udp/233.50.200.125:5140
上海乐游纪实,http://183.156.100.204:4022/udp/233.50.201.185:5140
上海金色学堂,http://183.156.100.204:4022/udp/233.50.201.186:5140
湖南快乐垂钓,http://183.156.100.204:4022/udp/233.50.201.109:5140
湖南茶频道,http://183.156.100.204:4022/udp/233.50.201.188:5140
晴彩竞技,http://183.156.100.204:4022/udp/233.50.202.26:5140
晴彩篮球,http://183.156.100.204:4022/udp/233.50.202.27:5140
晴彩羽毛球,http://183.156.100.204:4022/udp/233.50.202.28:5140
晴彩广场舞,http://183.156.100.204:4022/udp/233.50.202.29:5140
轮播频道1,http://183.156.100.204:4022/udp/233.50.201.116:5140
轮播频道2,http://183.156.100.204:4022/udp/233.50.201.117:5140
